%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1528473240669910975,0,1528473240669524221,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240729822746,0,1528473240729480449,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240787837206,0,1528473240787469912,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240809838297,0,1528473240809502736,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240868766820,0,1528473240868440606,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240889954100,0,1528473240889513792,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240948748778,0,1528473240948377334,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241006793047,0,1528473241006440311,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241029062423,0,1528473241028483770,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241086630146,0,1528473241086301997,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241108741141,0,1528473241108387257,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241166755640,0,1528473241166319322,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241188734390,0,1528473241188387994,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241248612165,0,1528473241248387278,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241308496921,0,1528473241308244491,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241368213956,0,1528473241368043960,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241428521971,0,1528473241428143898,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241488502223,0,1528473241488150716,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241546326153,0,1528473241545976294,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241568666708,0,1528473241568089810,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241627503524,0,1528473241627106271,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241648344499,0,1528473241647975827,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241708209422,0,1528473241707866559,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241767311581,0,1528473241766937060,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241788305438,0,1528473241787898187,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241847211810,0,1528473241846873132,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241907198098,0,1528473241906745793,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241965738078,0,1528473241964725022,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473241987297173,0,1528473241986880550,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242045087780,0,1528473242044695794,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242067147777,0,1528473242066753646,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242127099676,0,1528473242126699396,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242185056838,0,1528473242184696686,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
